ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-112N|refseq:NP_056623|uniprotkb:Q64507	DIP-109N|uniprotkb:P15924	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:9261168|pubmed:DIP-205S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)	MI:0465(dip)	DIP-527E	dip-quality-status:core	dip:0002(small scale)		-
DIP-188N|uniprotkb:P20152	DIP-633N|uniprotkb:P05783	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:8576158|pubmed:DIP-206S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)	MI:0465(dip)	DIP-534E	dip-quality-status:core	dip:0002(small scale)		-
DIP-222N|uniprotkb:P30561	DIP-461N|uniprotkb:P11499	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:8828811|pubmed:DIP-327S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-564E	dip-quality-status:core	dip:0002(small scale)		-
DIP-252N|refseq:NP_031586|uniprotkb:P36898	DIP-520N|refseq:NP_001607|uniprotkb:P27037	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:8612709|pubmed:DIP-76S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)	MI:0465(dip)	DIP-569E	dip-quality-status:core	dip:0002(small scale)		-
DIP-897N|refseq:NP_035618|uniprotkb:P42230	DIP-650N|uniprotkb:P19756	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:8702683|pubmed:DIP-443S	taxid:10090(Mus musculus)	taxid:9825(Sus scrofa domestica)	MI:0218(physical interaction)	MI:0465(dip)	DIP-570E	dip-quality-status:core	dip:0002(small scale)		-
DIP-321N|uniprotkb:Q00420	DIP-156N|refseq:NP_032091|uniprotkb:Q00422	 -	-	-	-	MI:0114(x-ray crystallography)	-	pubmed:9461436|pubmed:DIP-18S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-589E	dip-quality-status:core	dip:0002(small scale)		-
DIP-982N|refseq:NP_011399|uniprotkb:P26309	DIP-948N|uniprotkb:Q80US8	 -	-	-	-	MI:0018(two hybrid)|MI:0019(coimmunoprecipitation)	-	pubmed:9461437|pubmed:DIP-189S|pubmed:9461437|pubmed:DIP-189S	taxid:4932(Saccharomyces cerevisiae)	taxid:10090(Mus musculus)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-592E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-320N|uniprotkb:Q62120	DIP-196N|refseq:XP_282634	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:9111009|pubmed:DIP-148S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-595E	dip-quality-status:core	dip:0002(small scale)		-
DIP-320N|uniprotkb:Q62120	DIP-442N|uniprotkb:P42227	 -	-	-	-	MI:0401(biochemical)	-	pubmed:8923468|pubmed:DIP-451S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-596E	dip-quality-status:core	dip:0002(small scale)		-
DIP-898N|uniprotkb:P42232	DIP-320N|uniprotkb:Q62120	 -	-	-	-	MI:0401(biochemical)	-	pubmed:8923468|pubmed:DIP-451S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-597E	dip-quality-status:core	dip:0002(small scale)		-
DIP-1058N|refseq:NP_002515|uniprotkb:P01111	DIP-320N|uniprotkb:Q62120	 -	-	-	-	MI:0045(experimental interaction detection)	-	pubmed:8876196|pubmed:DIP-441S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-601E	dip-quality-status:core	dip:0002(small scale)		-
DIP-248N|refseq:NP_032364|uniprotkb:Q63953	DIP-320N|uniprotkb:Q62120	 -	-	-	-	MI:0401(biochemical)|MI:0019(coimmunoprecipitation)	-	pubmed:7499845|pubmed:DIP-405S|pubmed:7499845|pubmed:DIP-405S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-603E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-630N|refseq:NP_000154|uniprotkb:P10912	DIP-320N|uniprotkb:Q62120	 -	-	-	-	MI:0019(coimmunoprecipitation)|MI:0045(experimental interaction detection)	-	pubmed:7956946|pubmed:DIP-117S|pubmed:7956946|pubmed:DIP-117S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-604E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-320N|uniprotkb:Q62120	DIP-313N|uniprotkb:P19941	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:7956946|pubmed:DIP-117S	taxid:10090(Mus musculus)	taxid:9986(Oryctolagus cuniculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-605E	dip-quality-status:core	dip:0002(small scale)		-
DIP-320N|uniprotkb:Q62120	DIP-441N|uniprotkb:P16882	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:7896787|pubmed:DIP-194S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-606E	dip-quality-status:core	dip:0002(small scale)		-
DIP-320N|uniprotkb:Q62120	DIP-657N|uniprotkb:P14753	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:7896787|pubmed:DIP-194S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-607E	dip-quality-status:core	dip:0002(small scale)		-
DIP-95N|uniprotkb:P40189	DIP-320N|uniprotkb:Q62120	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:7896787|pubmed:DIP-194S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-608E	dip-quality-status:core	dip:0002(small scale)		-
DIP-442N|uniprotkb:P42227	DIP-270N|uniprotkb:P45984	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:7568080|pubmed:DIP-366S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)	MI:0465(dip)	DIP-609E	dip-quality-status:core	dip:0002(small scale)		-
DIP-442N|uniprotkb:P42227	DIP-1052N|refseq:NP_002220|uniprotkb:P17275	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:7568080|pubmed:DIP-366S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)	MI:0465(dip)	DIP-610E	dip-quality-status:core	dip:0002(small scale)		-
DIP-247N|refseq:NP_032374|uniprotkb:Q61727	DIP-442N|uniprotkb:P42227	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:8910398|pubmed:DIP-433S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-612E	dip-quality-status:core	dip:0002(small scale)		-
DIP-198N|refseq:NP_032080|uniprotkb:P39688	DIP-137N|refseq:NP_002650|uniprotkb:Q03405	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:9417082|pubmed:DIP-95S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)	MI:0465(dip)	DIP-616E	dip-quality-status:core	dip:0002(small scale)		-
DIP-320N|uniprotkb:Q62120	DIP-271N|refseq:NP_035498|uniprotkb:P98083	 -	-	-	-	MI:0045(experimental interaction detection)	-	pubmed:7535773|pubmed:DIP-425S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-628E	dip-quality-status:core	dip:0002(small scale)		-
DIP-63N|refseq:NP_058790|uniprotkb:P16310	DIP-271N|refseq:NP_035498|uniprotkb:P98083	 -	-	-	-	MI:0045(experimental interaction detection)	-	pubmed:7535773|pubmed:DIP-425S	taxid:10116(Rattus norvegicus)	taxid:10090(Mus musculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-629E	dip-quality-status:core	dip:0002(small scale)		-
DIP-271N|refseq:NP_035498|uniprotkb:P98083	DIP-29229N|uniprotkb:P62993	 -	-	-	-	MI:0254(genetic interference)|MI:0254(genetic interference)|MI:0019(coimmunoprecipitation)|MI:0045(experimental interaction detection)	-	pubmed:8051109|pubmed:DIP-471S|pubmed:8491186|pubmed:DIP-496S|pubmed:7535773|pubmed:DIP-425S|pubmed:7535773|pubmed:DIP-425S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0254(genetic interference)|MI:0254(genetic interference)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-630E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-604N|uniprotkb:P29387	DIP-471N|refseq:NP_068774|uniprotkb:P63211	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:8636150|pubmed:DIP-216S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)	MI:0465(dip)	DIP-635E	dip-quality-status:core	dip:0002(small scale)		-
DIP-604N|uniprotkb:P29387	DIP-586N|refseq:NP_776497|uniprotkb:P63212	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:8636150|pubmed:DIP-216S	taxid:10090(Mus musculus)	taxid:9913(Bos taurus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-640E	dip-quality-status:core	dip:0002(small scale)		-
DIP-264N|uniprotkb:P62881	DIP-586N|refseq:NP_776497|uniprotkb:P63212	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:8636150|pubmed:DIP-216S	taxid:10090(Mus musculus)	taxid:9913(Bos taurus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-641E	dip-quality-status:core	dip:0002(small scale)		-
DIP-604N|uniprotkb:P29387	DIP-587N|refseq:NP_776498|uniprotkb:P63214	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:8636150|pubmed:DIP-216S	taxid:10090(Mus musculus)	taxid:9913(Bos taurus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-645E	dip-quality-status:core	dip:0002(small scale)		-
DIP-587N|refseq:NP_776498|uniprotkb:P63214	DIP-264N|uniprotkb:P62881	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:8636150|pubmed:DIP-216S	taxid:9913(Bos taurus)	taxid:10090(Mus musculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-646E	dip-quality-status:core	dip:0002(small scale)		-
DIP-600N|refseq:NP_005264|uniprotkb:Q6FHM2	DIP-494N|refseq:NP_034447|uniprotkb:P50153	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:8636150|pubmed:DIP-216S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-648E	dip-quality-status:core	dip:0002(small scale)		-
DIP-601N|refseq:NP_002066|uniprotkb:P16520	DIP-494N|refseq:NP_034447|uniprotkb:P50153	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:8636150|pubmed:DIP-216S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-649E	dip-quality-status:core	dip:0002(small scale)		-
DIP-604N|uniprotkb:P29387	DIP-494N|refseq:NP_034447|uniprotkb:P50153	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:8636150|pubmed:DIP-216S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-650E	dip-quality-status:core	dip:0002(small scale)		-
DIP-494N|refseq:NP_034447|uniprotkb:P50153	DIP-264N|uniprotkb:P62881	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:8636150|pubmed:DIP-216S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-651E	dip-quality-status:core	dip:0002(small scale)		-
DIP-324N|refseq:NP_777236|uniprotkb:P63217	DIP-604N|uniprotkb:P29387	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:8636150|pubmed:DIP-216S	taxid:9913(Bos taurus)	taxid:10090(Mus musculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-655E	dip-quality-status:core	dip:0002(small scale)		-
DIP-324N|refseq:NP_777236|uniprotkb:P63217	DIP-264N|uniprotkb:P62881	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:8636150|pubmed:DIP-216S	taxid:9913(Bos taurus)	taxid:10090(Mus musculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-656E	dip-quality-status:core	dip:0002(small scale)		-
DIP-203N|uniprotkb:P30671	DIP-604N|uniprotkb:P29387	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:8636150|pubmed:DIP-216S	taxid:9913(Bos taurus)	taxid:10090(Mus musculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-660E	dip-quality-status:core	dip:0002(small scale)		-
DIP-264N|uniprotkb:P62881	DIP-203N|uniprotkb:P30671	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:8636150|pubmed:DIP-216S	taxid:10090(Mus musculus)	taxid:9913(Bos taurus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-661E	dip-quality-status:core	dip:0002(small scale)		-
DIP-171N|uniprotkb:P31266	DIP-214N|uniprotkb:Q01705	 -	-	-	-	MI:0018(two hybrid)|MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:8749394|pubmed:DIP-410S|pubmed:18832173|pubmed:DIP-11719S|pubmed:17210915|pubmed:DIP-16635S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0218(physical interaction)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-698E	dip-quality-status:core	dip:0002(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-5N|refseq:NP_476859|uniprotkb:P07207	DIP-171N|uniprotkb:P31266	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:8749394|pubmed:DIP-410S	taxid:7227(Drosophila melanogaster)	taxid:10090(Mus musculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-699E	dip-quality-status:core	dip:0002(small scale)		-
DIP-177N|refseq:NP_476868|uniprotkb:P28159	DIP-214N|uniprotkb:Q01705	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:8749394|pubmed:DIP-410S	taxid:7227(Drosophila melanogaster)	taxid:10090(Mus musculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-700E	dip-quality-status:core	dip:0002(small scale)		-
DIP-1064N|refseq:NP_034979|uniprotkb:P01108	DIP-116N|uniprotkb:P28574	 -	-	-	-	MI:0254(genetic interference)	-	pubmed:1840505|pubmed:DIP-332S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0254(genetic interference)	MI:0465(dip)	DIP-702E	dip-quality-status:core	dip:0002(small scale)		-
DIP-217N|refseq:NP_037028|uniprotkb:P28647	DIP-606N|refseq:NP_032165|uniprotkb:P21279	 -	-	-	-	MI:0045(experimental interaction detection)|MI:0019(coimmunoprecipitation)	-	pubmed:7622506|pubmed:DIP-317S|pubmed:7622506|pubmed:DIP-317S	taxid:10116(Rattus norvegicus)	taxid:10090(Mus musculus)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-713E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-217N|refseq:NP_037028|uniprotkb:P28647	DIP-603N|refseq:NP_034431|uniprotkb:P21278	 -	-	-	-	MI:0045(experimental interaction detection)|MI:0019(coimmunoprecipitation)	-	pubmed:7622506|pubmed:DIP-317S|pubmed:7622506|pubmed:DIP-317S	taxid:10116(Rattus norvegicus)	taxid:10090(Mus musculus)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-714E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-646N|refseq:NP_034360|uniprotkb:Q05860	DIP-449N|uniprotkb:P00523	 -	-	-	-	MI:0401(biochemical)|MI:0019(coimmunoprecipitation)	-	pubmed:8969217|pubmed:DIP-418S|pubmed:8969217|pubmed:DIP-418S	taxid:10090(Mus musculus)	taxid:9031(Gallus gallus)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-802E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-646N|refseq:NP_034360|uniprotkb:Q05860	DIP-738N|uniprotkb:Q05876	 -	-	-	-	MI:0401(biochemical)|MI:0019(coimmunoprecipitation)	-	pubmed:8969217|pubmed:DIP-418S|pubmed:8969217|pubmed:DIP-418S	taxid:10090(Mus musculus)	taxid:9031(Gallus gallus)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-803E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-706N|uniprotkb:Q69138	DIP-171N|uniprotkb:P31266	 -	-	-	-	MI:0019(coimmunoprecipitation)|MI:0018(two hybrid)	-	pubmed:8955054|pubmed:DIP-238S|pubmed:8955054|pubmed:DIP-238S	taxid:10376(Human herpesvirus 4)	taxid:10090(Mus musculus)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-806E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-707N|uniprotkb:Q69139	DIP-171N|uniprotkb:P31266	 -	-	-	-	MI:0018(two hybrid)|MI:0019(coimmunoprecipitation)	-	pubmed:8955054|pubmed:DIP-238S|pubmed:8955054|pubmed:DIP-238S	taxid:10376(Human herpesvirus 4)	taxid:10090(Mus musculus)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-807E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-171N|uniprotkb:P31266	DIP-573N|refseq:NP_039868|uniprotkb:P03203	 -	-	-	-	MI:0019(coimmunoprecipitation)|MI:0018(two hybrid)	-	pubmed:8955054|pubmed:DIP-238S|pubmed:8955054|pubmed:DIP-238S	taxid:10090(Mus musculus)	taxid:10376(Human herpesvirus 4)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-808E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-397N|uniprotkb:P51617	DIP-296N|refseq:NP_032390|uniprotkb:Q61730	 -	-	-	-	MI:0045(experimental interaction detection)|MI:0019(coimmunoprecipitation)	-	pubmed:9426216|pubmed:DIP-430S|pubmed:9426216|pubmed:DIP-430S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-811E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-448N|refseq:NP_034351|uniprotkb:Q61576	DIP-1073N|refseq:NP_036771|uniprotkb:P11345	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:9438387|pubmed:DIP-67S	taxid:10090(Mus musculus)	taxid:10116(Rattus norvegicus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-825E	dip-quality-status:core	dip:0002(small scale)		-
DIP-442N|uniprotkb:P42227	DIP-441N|uniprotkb:P16882	 -	-	-	-	MI:0013(biophysical)	-	pubmed:8923468|pubmed:DIP-451S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-598E	dip-quality-status:core	dip:0002(small scale)		-
DIP-284N|refseq:NP_031657|uniprotkb:P25322	DIP-194N|refseq:NP_034000|uniprotkb:P30285	 -	-	-	-	MI:0019(coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0071(molecular sieving)|MI:0019(coimmunoprecipitation)|MI:0019(coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:1423597|pubmed:DIP-283S|pubmed:17940036|pubmed:DIP-11570S|pubmed:12588994|pubmed:DIP-3888S|pubmed:12588994|pubmed:DIP-3888S|pubmed:10348346|pubmed:DIP-3798S|pubmed:16864783|pubmed:DIP-17218S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0218(physical interaction)|MI:0915(physical association)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-548E	dip-quality-status:core	dip:0002(small scale)|dip:0004(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0004(small scale)		-
DIP-441N|uniprotkb:P16882	DIP-897N|refseq:NP_035618|uniprotkb:P42230	 -	-	-	-	MI:0019(coimmunoprecipitation)	-	pubmed:8702683|pubmed:DIP-443S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-571E	dip-quality-status:core	dip:0002(small scale)		-
DIP-471N|refseq:NP_068774|uniprotkb:P63211	DIP-264N|uniprotkb:P62881	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:8636150|pubmed:DIP-216S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-636E	dip-quality-status:core	dip:0002(small scale)		-
DIP-109N|uniprotkb:P15924	DIP-303N|uniprotkb:Q9D646	 -	-	-	-	MI:0045(experimental interaction detection)|MI:0013(biophysical)	-	pubmed:7525601|pubmed:DIP-236S|pubmed:7525601|pubmed:DIP-236S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-530E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-442N|uniprotkb:P42227	DIP-1053N|refseq:NP_005345|uniprotkb:P17535	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:7568080|pubmed:DIP-366S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)	MI:0465(dip)	DIP-611E	dip-quality-status:core	dip:0002(small scale)		-
DIP-494N|refseq:NP_034447|uniprotkb:P50153	DIP-599N|refseq:NP_002065|uniprotkb:P62873	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:8636150|pubmed:DIP-216S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0218(physical interaction)	MI:0465(dip)	DIP-647E	dip-quality-status:core	dip:0002(small scale)		-
DIP-441N|uniprotkb:P16882	DIP-898N|uniprotkb:P42232	 -	-	-	-	MI:0013(biophysical)	-	pubmed:8923468|pubmed:DIP-451S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-599E	dip-quality-status:core	dip:0002(small scale)		-
DIP-1066N|refseq:NP_034364|uniprotkb:P01101	DIP-1068N|refseq:NP_034721|uniprotkb:P05627	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:1631061|pubmed:DIP-47S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-1082E	dip-quality-status:core	dip:0002(small scale)		-
DIP-641N|refseq:NP_002948|uniprotkb:P19793	DIP-443N|refseq:NP_033134|uniprotkb:Q60641	 -	-	-	-	MI:0254(genetic interference)	-	pubmed:7760852|pubmed:DIP-373S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0254(genetic interference)	MI:0465(dip)	DIP-1005E	dip-quality-status:core	dip:0002(small scale)		-
DIP-444N|refseq:NP_033499|uniprotkb:Q60644	DIP-641N|refseq:NP_002948|uniprotkb:P19793	 -	-	-	-	MI:0254(genetic interference)	-	pubmed:7760852|pubmed:DIP-373S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0254(genetic interference)	MI:0465(dip)	DIP-1006E	dip-quality-status:core	dip:0002(small scale)		-
DIP-869N|uniprotkb:P47809	DIP-219N|uniprotkb:P53349	 -	-	-	-	MI:0401(biochemical)	-	pubmed:7997270|pubmed:DIP-445S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-1064E	dip-quality-status:core	dip:0002(small scale)		-
DIP-784N	DIP-869N|uniprotkb:P47809	 -	-	-	-	MI:0401(biochemical)	-	pubmed:7997270|pubmed:DIP-445S	taxid:10116(Rattus norvegicus)	taxid:10090(Mus musculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-1065E	dip-quality-status:core	dip:0002(small scale)		-
DIP-1070N|refseq:NP_033833|uniprotkb:P04627	DIP-661N|refseq:NP_036079|uniprotkb:P63085	 -	-	-	-	MI:0401(biochemical)	-	pubmed:7997270|pubmed:DIP-445S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0218(physical interaction)	MI:0465(dip)	DIP-1066E	dip-quality-status:core	dip:0002(small scale)		-
DIP-489N|uniprotkb:P50540	DIP-470N|refseq:NP_033214|uniprotkb:Q62141	 -	-	-	-	MI:0019(coimmunoprecipitation)|MI:0018(two hybrid)	-	pubmed:7889570|pubmed:DIP-14S|pubmed:7889570|pubmed:DIP-14S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-1078E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-469N|uniprotkb:Q60520	DIP-864N|refseq:NP_034881|uniprotkb:P50538	 -	-	-	-	MI:0018(two hybrid)|MI:0019(coimmunoprecipitation)	-	pubmed:7889570|pubmed:DIP-14S|pubmed:7889570|pubmed:DIP-14S	taxid:10090(Mus musculus)	taxid:10090(Mus musculus)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-1079E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
