ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-24509N|refseq:NP_504409|uniprotkb:O16488	DIP-25463N|refseq:NP_741698|uniprotkb:Q9NES7	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40435E	dip-quality-status:	dip:0005(high throughput)		-
DIP-24731N|refseq:NP_495731|uniprotkb:Q8I4H0	DIP-24532N|refseq:NP_504400|uniprotkb:O16497	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40436E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26036N|refseq:NP_509586|uniprotkb:P41941	DIP-26183N|refseq:NP_509021|uniprotkb:Q18025	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40437E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25058N|refseq:NP_498554|uniprotkb:P41999	DIP-25058N|refseq:NP_498554|uniprotkb:P41999	-	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40440E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26472N|refseq:NP_501545|uniprotkb:Q18241	DIP-25058N|refseq:NP_498554|uniprotkb:P41999	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40441E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25058N|refseq:NP_498554|uniprotkb:P41999	DIP-26863N|refseq:NP_741411|uniprotkb:Q21493	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40442E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25098N|refseq:NP_001022535|uniprotkb:Q23664	DIP-25058N|refseq:NP_498554|uniprotkb:P41999	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40443E	dip-quality-status:	dip:0005(high throughput)		-
DIP-24510N|refseq:NP_494771|uniprotkb:Q10457	DIP-24510N|refseq:NP_494771|uniprotkb:Q10457	-	-	-	-	MI:0018(two hybrid)|MI:0004(affinity chromatography technology)	-	pubmed:14704431|pubmed:DIP-3921S|pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-40444E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-25406N|refseq:NP_494772|uniprotkb:Q10923	DIP-25406N|refseq:NP_494772|uniprotkb:Q10923	-	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40445E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25406N|refseq:NP_494772|uniprotkb:Q10923	DIP-26766N|refseq:NP_507060|uniprotkb:O45521	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40446E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25050N	DIP-27086N|refseq:NP_502104|uniprotkb:Q93934	 -	-	-	-	MI:0004(affinity chromatography technology)|MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S|pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-40447E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-27393N|refseq:NP_498605|uniprotkb:Q9TXZ9	DIP-25530N|refseq:NP_495955|uniprotkb:Q22705	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40449E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25541N|refseq:NP_498579|uniprotkb:P49197	DIP-26217N|refseq:NP_497978|uniprotkb:P46769	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40450E	dip-quality-status:	dip:0005(high throughput)		-
DIP-24528N|refseq:NP_498235|uniprotkb:Q10943	DIP-26907N|uniprotkb:Q03563	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40454E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26907N|uniprotkb:Q03563	DIP-25487N|refseq:NP_491691|uniprotkb:O01686	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40455E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25037N|refseq:NP_506626|uniprotkb:Q18688	DIP-26907N|uniprotkb:Q03563	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40456E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25937N|refseq:NP_496997|uniprotkb:O45410	DIP-26907N|uniprotkb:Q03563	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40457E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26178N|refseq:NP_491645|uniprotkb:P91306	DIP-26907N|uniprotkb:Q03563	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40458E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26907N|uniprotkb:Q03563	DIP-26445N|refseq:NP_502151|uniprotkb:O45603	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40459E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25258N|refseq:NP_505312|uniprotkb:Q22554	DIP-26907N|uniprotkb:Q03563	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40460E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26907N|uniprotkb:Q03563	DIP-26697N|refseq:NP_496847|uniprotkb:O18195	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40461E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26447N|refseq:NP_498635|uniprotkb:P32085	DIP-27273N|refseq:NP_499086|uniprotkb:Q9XVX8	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40462E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25531N|refseq:NP_501187|uniprotkb:Q17522	DIP-26100N|refseq:NP_500841|uniprotkb:P91001	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40463E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25531N|refseq:NP_501187|uniprotkb:Q17522	DIP-24889N|uniprotkb:O17583	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40464E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25870N|refseq:NP_501038|uniprotkb:O45087	DIP-25531N|refseq:NP_501187|uniprotkb:Q17522	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40465E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25531N|refseq:NP_501187|uniprotkb:Q17522	DIP-24607N|refseq:NP_496323|uniprotkb:Q09415	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40466E	dip-quality-status:	dip:0005(high throughput)		-
DIP-27373N|refseq:NP_505262|uniprotkb:Q22886	DIP-27460N|refseq:NP_495604|uniprotkb:Q19535	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40467E	dip-quality-status:	dip:0005(high throughput)		-
DIP-27373N|refseq:NP_505262|uniprotkb:Q22886	DIP-26184N|refseq:NP_491593|uniprotkb:P91283	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40468E	dip-quality-status:	dip:0005(high throughput)		-
DIP-24622N|refseq:NP_495811|uniprotkb:P49405	DIP-27373N|refseq:NP_505262|uniprotkb:Q22886	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40469E	dip-quality-status:	dip:0005(high throughput)		-
DIP-27373N|refseq:NP_505262|uniprotkb:Q22886	DIP-26739N|refseq:NP_491838|uniprotkb:O44772	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40470E	dip-quality-status:	dip:0005(high throughput)		-
DIP-27373N|refseq:NP_505262|uniprotkb:Q22886	DIP-26176N|refseq:NP_503389|uniprotkb:O16308	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40472E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26188N|refseq:NP_502696|uniprotkb:Q9XTH8	DIP-27373N|refseq:NP_505262|uniprotkb:Q22886	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40473E	dip-quality-status:	dip:0005(high throughput)		-
DIP-27116N|refseq:NP_510086|uniprotkb:Q22544	DIP-24885N|refseq:NP_501020	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40477E	dip-quality-status:	dip:0005(high throughput)		-
DIP-24354N|refseq:NP_509321|uniprotkb:Q21668	DIP-24334N	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40478E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25244N|refseq:NP_506174|uniprotkb:Q21932	DIP-24334N	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40479E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25464N|refseq:NP_501024|uniprotkb:Q17539	DIP-25333N|refseq:NP_503933|uniprotkb:O76674	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40480E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25023N|refseq:NP_505084|uniprotkb:O16332	DIP-25464N|refseq:NP_501024|uniprotkb:Q17539	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40481E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25711N|refseq:NP_498777	DIP-25464N|refseq:NP_501024|uniprotkb:Q17539	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40482E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25970N|uniprotkb:Q17991	DIP-25464N|refseq:NP_501024|uniprotkb:Q17539	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40483E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26233N|refseq:NP_492504|uniprotkb:Q93233	DIP-25464N|refseq:NP_501024|uniprotkb:Q17539	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40484E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25464N|refseq:NP_501024|uniprotkb:Q17539	DIP-24550N|refseq:NP_510096|uniprotkb:Q20437	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40487E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25464N|refseq:NP_501024|uniprotkb:Q17539	DIP-27350N|uniprotkb:Q9XUW3	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40490E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26436N|refseq:NP_510292|uniprotkb:Q21131	DIP-25464N|refseq:NP_501024|uniprotkb:Q17539	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40491E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25464N|refseq:NP_501024|uniprotkb:Q17539	DIP-24286N|refseq:NP_500467|uniprotkb:O02116	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40493E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25464N|refseq:NP_501024|uniprotkb:Q17539	DIP-26342N|refseq:NP_508981|uniprotkb:Q23192	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40494E	dip-quality-status:	dip:0005(high throughput)		-
DIP-24816N|refseq:NP_496921|uniprotkb:Q9XUK0	DIP-25464N|refseq:NP_501024|uniprotkb:Q17539	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40495E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25464N|refseq:NP_501024|uniprotkb:Q17539	DIP-26909N|refseq:NP_493741|uniprotkb:O17287	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40496E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25464N|refseq:NP_501024|uniprotkb:Q17539	DIP-25685N|refseq:NP_504358|uniprotkb:Q966A8	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40498E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25033N|refseq:NP_495198|uniprotkb:P56174	DIP-25464N|refseq:NP_501024|uniprotkb:Q17539	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40500E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25958N|refseq:NP_505654|uniprotkb:Q17427	DIP-25445N|refseq:NP_506267|uniprotkb:P90731	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40360E	dip-quality-status:	dip:0005(high throughput)		-
DIP-24681N|uniprotkb:Q18165	DIP-25958N|refseq:NP_505654|uniprotkb:Q17427	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40361E	dip-quality-status:	dip:0005(high throughput)		-
DIP-24419N|refseq:NP_503450|uniprotkb:O44631	DIP-24569N|refseq:NP_741617	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40371E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25346N|refseq:NP_508770|uniprotkb:Q19126	DIP-25477N|refseq:NP_491714|uniprotkb:O01427	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40408E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26391N|refseq:NP_498227|uniprotkb:Q10930	DIP-26892N|refseq:NP_501365|uniprotkb:Q17446	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40411E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26892N|refseq:NP_501365|uniprotkb:Q17446	DIP-26515N|refseq:NP_497991	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40414E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25464N|refseq:NP_501024|uniprotkb:Q17539	DIP-25337N|refseq:NP_508792|uniprotkb:Q966P3	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40485E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26955N|refseq:NP_492510|uniprotkb:Q93730	DIP-25464N|refseq:NP_501024|uniprotkb:Q17539	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40488E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26150N|refseq:NP_498086|uniprotkb:Q20778	DIP-25464N|refseq:NP_501024|uniprotkb:Q17539	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40489E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25287N	DIP-25287N	-	-	-	-	MI:0004(affinity chromatography technology)|MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S|pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-40406E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-26683N|refseq:NP_507906|uniprotkb:Q9U2W6	DIP-25464N|refseq:NP_501024|uniprotkb:Q17539	 -	-	-	-	MI:0004(affinity chromatography technology)|MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S|pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-40497E	dip-quality-status:core	dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-25958N|refseq:NP_505654|uniprotkb:Q17427	DIP-25384N|refseq:NP_503729|uniprotkb:O61899	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40363E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26387N|refseq:NP_493477|uniprotkb:O18302	DIP-24569N|refseq:NP_741617	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40401E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26647N|refseq:NP_001020972|uniprotkb:O01839	DIP-27121N|refseq:NP_506930|uniprotkb:O17898	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40451E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25556N|refseq:NP_493917|uniprotkb:O17378	DIP-25464N|refseq:NP_501024|uniprotkb:Q17539	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40492E	dip-quality-status:	dip:0005(high throughput)		-
DIP-24569N|refseq:NP_741617	DIP-26186N|refseq:NP_504287|uniprotkb:O16364	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40386E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25463N|refseq:NP_741698|uniprotkb:Q9NES7	DIP-27373N|refseq:NP_505262|uniprotkb:Q22886	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40474E	dip-quality-status:	dip:0005(high throughput)		-
DIP-26515N|refseq:NP_497991	DIP-25958N|refseq:NP_505654|uniprotkb:Q17427	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40362E	dip-quality-status:	dip:0005(high throughput)		-
DIP-25084N|refseq:NP_497206|uniprotkb:Q09983	DIP-24569N|refseq:NP_741617	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14704431|pubmed:DIP-3921S	taxid:6239(Caenorhabditis elegans)	taxid:6239(Caenorhabditis elegans)	MI:0218(physical interaction)	MI:0465(dip)	DIP-40374E	dip-quality-status:	dip:0005(high throughput)		-
